oiii_4959_flux,oiii_5007_flux,hei_5876_flux,oi_6300_flux,h_alpha_flux,nii_6548_flux,sii_6717_flux,sii_6731_flux,morph
0.00541573749601784,0.0025085289985952238,0.005797101449275362,0.022641509433962263,0.015112262521588947,0.04411764705882353,0.04383975812547241,0.021360314783586284,p_spiral
0.005734310289901242,0.005117399157134257,0.017391304347826087,0.016352201257861635,0.02929928448063163,0.0392156862745098,0.07634164777021919,0.039910061832490164,p_spiral
0.014335775724753107,0.015051173991571343,0.007246376811594203,0.026415094339622643,0.012028127313101407,0.04738562091503268,0.04383975812547241,0.025857223159078135,p_spiral
0.0015928639694170119,0.0007023881196066627,0.0,0.006289308176100629,0.009005674808783616,0.017973856209150325,0.010582010582010581,0.007869589657110737,p_spiral
0.008920038228735267,0.008227975115392335,0.02753623188405797,0.026415094339622643,0.03756476683937824,0.05310457516339869,0.08692365835222977,0.04665542439572794,p_el
0.006052883083784644,0.00481637567730283,0.017391304347826087,0.022641509433962263,0.02923760177646188,0.03758169934640523,0.07029478458049887,0.03766160764474424,p_spiral
0.0,0.0005017057997190448,0.004347826086956522,0.0025157232704402514,0.004317789291882556,0.004901960784313725,0.009826152683295541,0.00505902192242833,p_spiral
0.0012742911755336094,0.0013044350792695164,0.002898550724637681,0.005031446540880503,0.010115963483839132,0.0196078431372549,0.019652305366591082,0.012366498032602586,p_spiral
0.0012742911755336094,0.0016054585591009432,0.0,0.005031446540880503,0.012644954354798914,0.018790849673202614,0.027210884353741496,0.011242270938729624,p_spiral
0.005097164702134438,0.004916716837246639,0.011594202898550725,0.010062893081761006,0.017209474463360474,0.024509803921568627,0.0400604686318972,0.022484541877459248,p_spiral
0.004778591908251036,0.0015051173991571343,0.008695652173913044,0.007547169811320755,0.017332839871699975,0.03839869281045752,0.02872260015117158,0.016301292861157952,p_spiral
0.09302325581395349,0.08769817379088903,0.13333333333333333,0.07547169811320754,0.14680483592400692,0.14052287581699346,0.22448979591836735,0.13265879707700956,p_spiral
0.00031857279388340236,0.0,0.0,0.0,0.0022822600542807795,0.0032679738562091504,0.0045351473922902496,0.007307476110174255,p_el
0.0270786874800892,0.025988360425446517,0.0391304347826087,0.033962264150943396,0.04546015297310634,0.04084967320261438,0.1164021164021164,0.06239460370994941,p_el
0.001911436763300414,0.0017057997190447522,0.010144927536231883,0.007547169811320755,0.023316062176165803,0.03431372549019608,0.039304610733182165,0.02023608768971332,p_spiral
0.0015928639694170119,0.0011037527593818985,0.004347826086956522,0.0,0.0034542314335060447,0.004084967320261438,0.010582010582010581,0.00955593029792018,p_spiral
0.010194329404268876,0.009231386714830423,0.0927536231884058,0.0389937106918239,0.19719960523069333,0.35049019607843135,0.27286470143613,0.16694772344013492,p_spiral
0.0031857279388340237,0.0016054585591009432,0.004347826086956522,0.00880503144654088,0.018998272884283247,0.04084967320261438,0.031746031746031744,0.017425519955030916,p_spiral
0.04874163746416056,0.046257274734095924,0.04492753623188406,0.026415094339622643,0.04706390328151986,0.028594771241830064,0.10430839002267574,0.05396290050590219,p_spiral
0.0006371455877668047,0.003712622917920931,0.014492753623188406,0.01761006289308176,0.027448803355539106,0.04493464052287582,0.06046863189720333,0.02922990444069702,p_el
0.0012742911755336094,0.0008027292795504716,0.008695652173913044,0.0037735849056603774,0.005736491487786825,0.010620915032679739,0.010582010582010581,0.005621135469364812,p_spiral
0.002548582351067219,0.002408187838651415,0.0,0.0025157232704402514,0.0048112509252405625,0.004084967320261438,0.015873015873015872,0.007869589657110737,p_spiral
0.0031857279388340237,0.0039133052378085495,0.013043478260869565,0.006289308176100629,0.019059955588452998,0.02287581699346405,0.0491307634164777,0.02304665542439573,p_spiral
